ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At
R536LDQD4AJ8Z,Sidhu,https://www.amazon.in/gp/profile/amzn1.account.AGX5BPH7NOSZSBKZSNLFXZKXYZFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Poor quality,3,3.0 out of 5 stars,In photo they looks so good but in reality they are just a plastic dumble filled with sand and rocks but to be honest in low budget you can expect high demands,https://www.amazon.in/gp/customer-reviews/R536LDQD4AJ8Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 8 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.766Z
R3EZR697ATZA4X,Austin,https://www.amazon.in/gp/profile/amzn1.account.AHCTBBCI6D6DYSBYH627FPJMLFOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth the price,4,4.0 out of 5 stars,Not so good looking but does it's job,https://www.amazon.in/gp/customer-reviews/R3EZR697ATZA4X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 11 August 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.766Z
R2WALQCD3K0JX9,Amazon Customer,https://www.amazon.in/gp/profile/amzn1.account.AEKSS44L63XJZGBGZKQ6N3F3GZPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R2WALQCD3K0JX9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 6 November 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:54:33.767Z
R2NNZM1MJA3TZY,Nithin k s,https://www.amazon.in/gp/profile/amzn1.account.AFWENKL2EFD3XYJPFK2EFNZMDXQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good one,https://www.amazon.in/gp/customer-reviews/R2NNZM1MJA3TZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:54:33.767Z
RY88NCICXND29,prasad,https://www.amazon.in/gp/profile/amzn1.account.AGF3EICTI6XYKUOXPSMGXFXBHDKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,4,4.0 out of 5 stars,I liked it.,https://www.amazon.in/gp/customer-reviews/RY88NCICXND29/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 7 August 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.772Z
RTM6BQNQ8BWU7,dash,https://www.amazon.in/gp/profile/amzn1.account.AFSOAVXIQMSZ36NFIIGQ2TGD76QQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,👌👌,5,5.0 out of 5 stars,👌👌,https://www.amazon.in/gp/customer-reviews/RTM6BQNQ8BWU7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 1 November 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.772Z
R1882GM7UGIT47,Yash kher,https://www.amazon.in/gp/profile/amzn1.account.AF7XVWWPSRTQ5BTONUKGKBSBE6BA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good product,5,5.0 out of 5 stars,Good product,https://www.amazon.in/gp/customer-reviews/R1882GM7UGIT47/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 30 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.772Z
RAXOA7CKBYG7W,Amal Vijayan,https://www.amazon.in/gp/profile/amzn1.account.AGVGNMU5QX25RSZASLCTMPQSAZUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good and Fit,5,5.0 out of 5 stars,Far better than I thought thankyou but not thankyou for delaying th delivery and the missing of the second product that I bought together.,https://www.amazon.in/gp/customer-reviews/RAXOA7CKBYG7W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 13 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.772Z
RQ19CFUC8EX0X,Bharti Agrawal,https://www.amazon.in/gp/profile/amzn1.account.AGUHE7AUO2JKMVKCLQJDVOIWRDMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Colour,5,5.0 out of 5 stars,Good quality dumbbells,https://www.amazon.in/gp/customer-reviews/RQ19CFUC8EX0X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 28 October 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.772Z
R1QBULASKMDNX8,Mohit Yadav,https://www.amazon.in/gp/profile/amzn1.account.AHHXKB6BGOVDXHQENGPUQ7XRYJAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,If you're thinking to by dumbbells weighing 5kg each it's a perfect choice.,5,5.0 out of 5 stars,It's Just perfect,https://www.amazon.in/gp/customer-reviews/R1QBULASKMDNX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 31 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/718xdAnX14L._SY88.jpg,https://m.media-amazon.com/images/I/718xdAnX14L.jpg,,2025-11-08T15:54:33.772Z
R2I6CWE96YYYJ0,Renu B.,https://www.amazon.in/gp/profile/amzn1.account.AHWGNVQAZES65XI3IEFX6AYQTUVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Weight not 10kg for both,4,4.0 out of 5 stars,Oval all good product but it is not 5kg each both the dumbals are below 10 kg see the image I have captured,https://www.amazon.in/gp/customer-reviews/R2I6CWE96YYYJ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 July 2025,Colour: RedSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/61Z90OZqQDL._SY88.jpg,https://m.media-amazon.com/images/I/61Z90OZqQDL.jpg,,2025-11-08T15:54:33.772Z
RDIJQQU3HWV89,Vasuki Kannan,https://www.amazon.in/gp/profile/amzn1.account.AGQJLJBUDJMEGUMD56NJKXPPXR2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,5,5.0 out of 5 stars,Super 🥰,https://www.amazon.in/gp/customer-reviews/RDIJQQU3HWV89/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 31 October 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:54:33.772Z
R61ES5IL197Y4,Designs are totaly changed. 😥. Not happy at all.,https://www.amazon.in/gp/profile/amzn1.account.AEZ2FNJ2GN4JUQ6FTVDSR2XOMERA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,4,4.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R61ES5IL197Y4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 6 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.773Z
R2PJJ2UXZEE36Q,Ritesh Velaga,https://www.amazon.in/gp/profile/amzn1.account.AGXZ7VXQL5CVYFGRAFHQLLMEUULA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Now awesome, just does the job for the price",4,4.0 out of 5 stars,"I think these dumbbells are filled with concrete, which would explain the low price—there’s a noticeable rattling sound when I use them during yoga.That said, for ₹179, it's hard to complain.Just don’t expect a great grip—the entire outer body is plastic.",https://www.amazon.in/gp/customer-reviews/R2PJJ2UXZEE36Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 13 July 2025,Colour: BlackSize: 2KG(1KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:54:33.773Z
R29ZSL89JU5U1C,Nas,https://www.amazon.in/gp/profile/amzn1.account.AFGOWRRTY7Z6IGGUSI2EOTDOV5KQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mediocre,4,4.0 out of 5 stars,"Easy to use , structure is good but quality needs to be more.",https://www.amazon.in/gp/customer-reviews/R29ZSL89JU5U1C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 19 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.898Z
R1WAC8DBHVVMD7,Jaymala P.,https://www.amazon.in/gp/profile/amzn1.account.AHTEA5QFE6G6R6GNO4AGIUKAWXRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth it...,4,4.0 out of 5 stars,Much bigger than expected but really great. The big size helps in grip while overhead tricep press or goblet squats/sumo squats. But might cause slight trouble in bicep curls as it hits the body. Good quality. So it's aNice product...,https://www.amazon.in/gp/customer-reviews/R1WAC8DBHVVMD7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 29 July 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,2 people found this helpful,https://m.media-amazon.com/images/I/715ZP26fLuL._SY88.jpg; https://m.media-amazon.com/images/I/71ODTnJWRoL._SY88.jpg; https://m.media-amazon.com/images/I/71PC5E6eDSL._SY88.jpg,https://m.media-amazon.com/images/I/715ZP26fLuL.jpg; https://m.media-amazon.com/images/I/71ODTnJWRoL.jpg; https://m.media-amazon.com/images/I/71PC5E6eDSL.jpg,,2025-11-08T15:54:33.898Z
RW1GZPK6VSOBX,Aryan Raj,https://www.amazon.in/gp/profile/amzn1.account.AEV6H46FJS7RXDYHCKQ3HO5UN4KA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mediocre dumbbells,3,3.0 out of 5 stars,"Design is not beginner friendly. Weight is approximately accurate. Justifies the price of the product which is 500rs. Feels too bulky in my opinion. Overall it can be used for several excercises like curl ups, lateral raises, shoulder press, chest press, upstand rowing etc.",https://www.amazon.in/gp/customer-reviews/RW1GZPK6VSOBX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 4 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.898Z
R18VA1UML8OIY9,Yaseen sadath,https://www.amazon.in/gp/profile/amzn1.account.AFYHS5XL4ORNYJSXZ3YIYS2RPTQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Used product,4,4.0 out of 5 stars,Hopeless used product was given tried returning twiceBut no response,https://www.amazon.in/gp/customer-reviews/R18VA1UML8OIY9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 13 August 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.898Z
R3K59AFVBP49F3,Aravind rathod,https://www.amazon.in/gp/profile/amzn1.account.AHDKVMHB44C2XMC3HU2PA76EPAWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Avarage,3,3.0 out of 5 stars,Little bit of cracking sound,https://www.amazon.in/gp/customer-reviews/R3K59AFVBP49F3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 29 September 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.898Z
R1DS9EW2AH8AK,GSB,https://www.amazon.in/gp/profile/amzn1.account.AFNKLPG4OSZKQ5W6RWJNZSVFHHVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Ok-ok,3,3.0 out of 5 stars,Material not of great quality.Bad odour coming out of the dumbells due to the sand used inside.Also weighs 9.8 kgs together.,https://www.amazon.in/gp/customer-reviews/R1DS9EW2AH8AK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 16 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/51+72KDwNNL._SY88.jpg,https://m.media-amazon.com/images/I/51+72KDwNNL.jpg,,2025-11-08T15:54:33.899Z
R536LDQD4AJ8Z,Sidhu,https://www.amazon.in/gp/profile/amzn1.account.AGX5BPH7NOSZSBKZSNLFXZKXYZFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Poor quality,3,3.0 out of 5 stars,In photo they looks so good but in reality they are just a plastic dumble filled with sand and rocks but to be honest in low budget you can expect high demands,https://www.amazon.in/gp/customer-reviews/R536LDQD4AJ8Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 8 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.899Z
R3EZR697ATZA4X,Austin,https://www.amazon.in/gp/profile/amzn1.account.AHCTBBCI6D6DYSBYH627FPJMLFOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth the price,4,4.0 out of 5 stars,Not so good looking but does it's job,https://www.amazon.in/gp/customer-reviews/R3EZR697ATZA4X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 11 August 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:54:33.899Z
R2WALQCD3K0JX9,Amazon Customer,https://www.amazon.in/gp/profile/amzn1.account.AEKSS44L63XJZGBGZKQ6N3F3GZPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R2WALQCD3K0JX9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 6 November 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:54:33.899Z
R2NNZM1MJA3TZY,Nithin k s,https://www.amazon.in/gp/profile/amzn1.account.AFWENKL2EFD3XYJPFK2EFNZMDXQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good one,https://www.amazon.in/gp/customer-reviews/R2NNZM1MJA3TZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:54:33.899Z
R3LDRK6RTMGCLG,chandra pandey,https://www.amazon.in/gp/profile/amzn1.account.AGVZQBU3ZIGRRVAXB33UODILSW4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Plastic made filled with heavyweight,4,4.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R3LDRK6RTMGCLG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 25 August 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/81JMGxraviL._SY88.jpg,https://m.media-amazon.com/images/I/81JMGxraviL.jpg,,2025-11-08T15:54:34.825Z
R1AFXUP83QYSX6,Amazon Customer,https://www.amazon.in/gp/profile/amzn1.account.AEWECB464T44YZGMVD7RXIPP2P2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,PVC Dumbells are bulkier,4,4.0 out of 5 stars,PVC Dumbells are bulkier than metal ones.,https://www.amazon.in/gp/customer-reviews/R1AFXUP83QYSX6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:34.825Z
R14F4FM7Y44W9E,Tankadhar M.,https://www.amazon.in/gp/profile/amzn1.account.AHGQKL6GFP5AOI5SVJN346U3IF5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Khgh,3,3.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R14F4FM7Y44W9E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 9 October 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:54:34.825Z
R20SJS9MQCJA0G,GENIUS,https://www.amazon.in/gp/profile/amzn1.account.AHDGPGGAWEPSOWMWM7YFRYNUYVJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quality,3,3.0 out of 5 stars,"Quality is ok, overall Dumbble is good for beginners.",https://www.amazon.in/gp/customer-reviews/R20SJS9MQCJA0G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 7 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/71NLltyj2iL._SY88.jpg; https://m.media-amazon.com/images/I/71TOfqCfusL._SY88.jpg,https://m.media-amazon.com/images/I/71NLltyj2iL.jpg; https://m.media-amazon.com/images/I/71TOfqCfusL.jpg,,2025-11-08T15:54:34.825Z
R3G60NKRTVZMQ3,B sandesh,https://www.amazon.in/gp/profile/amzn1.account.AG2VZ5X3PDN4SYUZJHSKDAIJJ3NA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth it. U can go for it. Home workout!,4,4.0 out of 5 stars,Sufficient for home workout. Plastic quality is fine cannot say very strong but sure they will last long. Earlier i thought they might spell plastic and degrade in long run. But they are different. Good material used.Worth for its price. Packaging was also good. Three layers literally 3. Thanks lifelong for budget clean product.,https://www.amazon.in/gp/customer-reviews/R3G60NKRTVZMQ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 July 2025,Colour: BlackSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:54:34.825Z
RGYBBCHUCRU4Z,Jawahar,https://www.amazon.in/gp/profile/amzn1.account.AFTZUWRT2YMKBW25TONN6WR4IABQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,3,3.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/RGYBBCHUCRU4Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 9 October 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:54:34.825Z
R3ODCQ4JK1L0RI,CHANDAN KUMAR SAHOO,https://www.amazon.in/gp/profile/amzn1.account.AEQER6QSSL7FJ3M3I255PJTF6HPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice not strong flexble like work,3,3.0 out of 5 stars,Okok,https://www.amazon.in/gp/customer-reviews/R3ODCQ4JK1L0RI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 14 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:34.826Z
R2TLRKFYI39VOY,Pinku Ghosh,https://www.amazon.in/gp/profile/amzn1.account.AFUJH3LHCZBLB2BEIRDF2YKPC3OA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quality check not done before despatch,3,3.0 out of 5 stars,One of the product is not good. The filling is improper and making a rattling sound while in movement !,https://www.amazon.in/gp/customer-reviews/R2TLRKFYI39VOY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 September 2025,Colour: RedSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:34.826Z
R2L9614K3UADRN,Ravindra S. Nagpure,https://www.amazon.in/gp/profile/amzn1.account.AH3SQBMMC4E7YP7CX5LKEN3ULCYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Wow,4,4.0 out of 5 stars,Superb excellent product,https://www.amazon.in/gp/customer-reviews/R2L9614K3UADRN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 20 August 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:54:34.826Z
R1W73L0G2UUEKA,Yogesh,https://www.amazon.in/gp/profile/amzn1.account.AFQYFXKJCQNIA2XVXVX4Y3XDWRTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Value for Money,5,5.0 out of 5 stars,Good for the Price . Best suitable for beginners.,https://www.amazon.in/gp/customer-reviews/R1W73L0G2UUEKA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:34.826Z
R2U7E55AROLXMB,Noreen,https://www.amazon.in/gp/profile/amzn1.account.AFWLUYK33HUFIDNAPB3LR6V6DDFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best,5,5.0 out of 5 stars,Best,https://www.amazon.in/gp/customer-reviews/R2U7E55AROLXMB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 2 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:35.750Z
R17YHJX0NSX2GT,Tejas Gaikwad,https://www.amazon.in/gp/profile/amzn1.account.AEKYOXRABFI4PA75IP2NBNTRCMEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good quality,4,4.0 out of 5 stars,,https://www.amazon.in/gp/customer-reviews/R17YHJX0NSX2GT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 12 August 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/61Bxs43jhQL._SY88.jpg,https://m.media-amazon.com/images/I/61Bxs43jhQL.jpg,,2025-11-08T15:54:35.750Z
R57Y0RCROM26E,Sneha,https://www.amazon.in/gp/profile/amzn1.account.AFLE2T75R2BFQJ562QMOQTRNUPPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mixed bag,3,3.0 out of 5 stars,"Size is extremely huge, for 5kg dumbell compared to other brands. Also, the handle material leaves a bad smell on your hands.Value for money, in the category.",https://www.amazon.in/gp/customer-reviews/R57Y0RCROM26E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:35.750Z
R31QVGWC0N0E58,Manjunath,https://www.amazon.in/gp/profile/amzn1.account.AGPWEOHO6QQYS2IWIY4CRHBAVLWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Ok,3,3.0 out of 5 stars,Ok,https://www.amazon.in/gp/customer-reviews/R31QVGWC0N0E58/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 21 September 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:54:35.750Z
R2P8233FROQYOO,9049148232,https://www.amazon.in/gp/profile/amzn1.account.AHUSW2GUR4NUG52KXLIUE4ABQPAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice product,5,5.0 out of 5 stars,Nice product,https://www.amazon.in/gp/customer-reviews/R2P8233FROQYOO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 1 November 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:54:35.751Z
R2USPRAV9MY615,Bansur Saranya,https://www.amazon.in/gp/profile/amzn1.account.AFLG2HJNITWMDPBTYXZ7VAHTFZDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,👌🏼Good 😊👍🏼,https://www.amazon.in/gp/customer-reviews/R2USPRAV9MY615/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 3 November 2025,Colour: RedSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:54:35.751Z
RCW15OMJH9BUK,It's very strong and better quality.,https://www.amazon.in/gp/profile/amzn1.account.AFFX55UVMTOKQKP6BN7RDEOBVAEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best quality,4,4.0 out of 5 stars,It's nice quality,https://www.amazon.in/gp/customer-reviews/RCW15OMJH9BUK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 10 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/614y9TwQ0nL._SY88.jpg,https://m.media-amazon.com/images/I/614y9TwQ0nL.jpg,,2025-11-08T15:54:35.751Z
R2BWQ5BM2SE09O,Isha,https://www.amazon.in/gp/profile/amzn1.account.AETBZUDDLW24CZL7WEBXWA76PZIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Lightweight,4,4.0 out of 5 stars,Isn't it a bit too light for 2kg ?,https://www.amazon.in/gp/customer-reviews/R2BWQ5BM2SE09O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 9 August 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:54:35.751Z
R1PEMNW7VGAKVE,Sunmeet Singh,https://www.amazon.in/gp/profile/amzn1.account.AGELP72EOM435NNPPVDPCN2M4AHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth it,5,5.0 out of 5 stars,Worth every money.,https://www.amazon.in/gp/customer-reviews/R1PEMNW7VGAKVE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 2 November 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:54:35.751Z
R18Q93DGQRQO3Q,sowjanya,https://www.amazon.in/gp/profile/amzn1.account.AGLBK7SSRYQ3LSVTITU7D4PTLWUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,,3,3.0 out of 5 stars,చేతి దగ్గర హ్యాండిల్ ఎంత కంఫర్టబుల్ గా లేదు మీకు కింద వీడియో అని పంపిస్తున్నాను,https://www.amazon.in/gp/customer-reviews/R18Q93DGQRQO3Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 29 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,3 people found this helpful,,,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/2f254632-3242-4dfa-a3b6-74c8e6a60205/default.jobtemplate.mp4.480.mp4,2025-11-08T15:54:35.751Z
R2U7E55AROLXMB,Noreen,https://www.amazon.in/gp/profile/amzn1.account.AFWLUYK33HUFIDNAPB3LR6V6DDFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best,5,5.0 out of 5 stars,Best,https://www.amazon.in/gp/customer-reviews/R2U7E55AROLXMB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 2 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:35.849Z
R17YHJX0NSX2GT,Tejas Gaikwad,https://www.amazon.in/gp/profile/amzn1.account.AEKYOXRABFI4PA75IP2NBNTRCMEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good quality,4,4.0 out of 5 stars,,https://www.amazon.in/gp/customer-reviews/R17YHJX0NSX2GT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 12 August 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/61Bxs43jhQL._SY88.jpg,https://m.media-amazon.com/images/I/61Bxs43jhQL.jpg,,2025-11-08T15:54:35.850Z
R57Y0RCROM26E,Sneha,https://www.amazon.in/gp/profile/amzn1.account.AFLE2T75R2BFQJ562QMOQTRNUPPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mixed bag,3,3.0 out of 5 stars,"Size is extremely huge, for 5kg dumbell compared to other brands. Also, the handle material leaves a bad smell on your hands.Value for money, in the category.",https://www.amazon.in/gp/customer-reviews/R57Y0RCROM26E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:54:35.850Z
